p_station,long,lat,incidentdate,passengers,maincategory,injuredpersons,county,constituency
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2014-02-03T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-02-12T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi East
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-07T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-10T00:00:00Z,13,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-14T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
GATUNDU POLICE STATION,36.9018625,-1.0109663,2014-02-21T00:00:00Z,5,NON INJURY,0,Kiambu,Gatundu South
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-10T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-12T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-02-06T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi East
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-12T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-02-20T00:00:00Z,33,NON INJURY,0,Nairobi,Embakasi East
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-04T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-07T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
RUIRU POLICE STATION,36.9593125,-1.1449416,2014-02-19T00:00:00Z,14,INJURY,1,Kiambu,Ruiru
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-17T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-02-20T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi East
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-02-06T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi East
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2014-02-17T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-08T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-02-15T00:00:00Z,41,NON INJURY,0,Nairobi,Embakasi East
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-05T00:00:00Z,13,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-16T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2014-02-18T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-02-06T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi East
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-07T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-04T00:00:00Z,51,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-16T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-04T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-07T00:00:00Z,14,INJURY,0,Nairobi,Westlands
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2014-02-18T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-02-12T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi East
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2014-01-31T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi East
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2014-02-16T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-12-08T00:00:00Z,33,INJURY,0,Nairobi,Dagoretti North
NANYUKI POLICE STATION,37.08302219999999,0.0180665,2014-02-22T00:00:00Z,14,INJURY,8,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-12-31T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2014-02-24T00:00:00Z,13,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2014-02-24T00:00:00Z,29,INJURY,1,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2014-02-25T00:00:00Z,14,INJURY,1,Nairobi,Starehe
MAKUPA POLICE STATION,39.6582959,-4.0427702,2014-02-19T00:00:00Z,34,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2014-01-31T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2014-02-17T00:00:00Z,4,INJURY,1,Kajiado,Kajiado North
KASARANI POLICE STATION,36.8932931,-1.2195671,2014-02-17T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-27T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2014-02-24T00:00:00Z,30,INJURY,3,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-11-18T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2014-02-24T00:00:00Z,33,INJURY,0,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-11T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
GILGIL POLICE STATION,36.4385605,-0.7247779000000001,2014-01-31T00:00:00Z,65,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2014-02-22T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
SULTAN HAMUD POLICE STATION,37.3728275,-2.0186419,2014-02-23T00:00:00Z,45,NON INJURY,0,NA,NA
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-05-25T00:00:00Z,29,NON INJURY,0,Nairobi,Makadara
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2014-02-23T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MAKUYU POLICE STATION,37.1929479,-0.9066025,2014-02-11T00:00:00Z,14,INJURY,3,Murang'a,Maragwa
WUNDANYI POLICE STATION,38.3624899,-3.4050156,2013-10-10T00:00:00Z,14,INJURY,1,NA,NA
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2014-02-14T00:00:00Z,37,NON INJURY,0,Nairobi,Makadara
KAYOLE POLICE STATION,36.9261067,-1.2644254,2014-02-26T00:00:00Z,14,INJURY,1,Nairobi,Embakasi Central
ATHI RIVER POLICE STATION,36.9850203,-1.4518996,2014-02-22T00:00:00Z,37,BOTH,3,Machakos,Mavoko
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-11-21T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2014-02-23T00:00:00Z,14,INJURY,3,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2014-02-25T00:00:00Z,14,INJURY,1,Nairobi,Kasarani
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2014-02-27T00:00:00Z,14,BOTH,3,Nairobi,Starehe
BURU BURU POLICE STATION,36.879342,-1.279412,2014-02-27T00:00:00Z,14,INJURY,3,Nairobi,Embakasi West
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2014-02-26T00:00:00Z,5,INJURY,0,Nairobi,Makadara
CHUKA POLICE STATION,37.64880720000001,-0.3309361,2014-02-28T00:00:00Z,14,INJURY,1,NA,NA
KAYOLE POLICE STATION,36.9261067,-1.2644254,2014-02-26T00:00:00Z,51,INJURY,1,Nairobi,Embakasi Central
JUJA POLICE STATION,37.0176762,-1.1042346,2014-02-27T00:00:00Z,14,INJURY,0,Kiambu,Juja
PANGANI POLICE STATION,36.8360283,-1.2699695,2014-02-27T00:00:00Z,14,INJURY,5,Nairobi,Starehe
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2014-02-26T00:00:00Z,41,NON INJURY,0,Nairobi,Makadara
BURU BURU POLICE STATION,36.879342,-1.279412,2012-06-24T00:00:00Z,46,INJURY,0,Nairobi,Embakasi West
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2014-02-22T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2014-02-21T00:00:00Z,11,NON INJURY,0,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2014-02-22T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-27T00:00:00Z,51,BOTH,1,Nairobi,Westlands
NJORO POLICE STATION,35.9449375,-0.3316265,2014-02-25T00:00:00Z,14,INJURY,0,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2014-02-22T00:00:00Z,11,INJURY,1,Nairobi,Kasarani
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2014-02-26T00:00:00Z,33,NON INJURY,0,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2014-02-12T00:00:00Z,41,NON INJURY,0,Nairobi,Starehe
THIKA POLICE STATION,37.0754725,-1.03806,2014-02-24T00:00:00Z,14,INJURY,1,Kiambu,Thika Town
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2011-10-07T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
GILGIL POLICE STATION,36.4385605,-0.7247779000000001,2014-02-21T00:00:00Z,4,NON INJURY,0,NA,NA
